artist_name,track_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Art Of Noise,A Time For The Fear (Who's Afraid),0.928,0.713,0.889,0.921,0.0617,-13.579,0.0954,100.613,0.0971
Night Lovell,CAN'T LOSE YOU,0.474,0.82,0.57,0.0003,0.109,-6.163,0.0361,133.908,0.0971
Black Tiger Sex Machine,Beast,0.0002,0.58,0.984,0.058,0.125,-2.858,0.207,127.959,0.0974
Space Jesus,The Same,0.481,0.627,0.608,0.445,0.0692,-8.811,0.0573,160.072,0.0976
Tory Lanez,To D.R.E.A.M.,0.0098,0.48,0.523,0,0.143,-8.304,0.105,137.671,0.0979
The Smashing Pumpkins,Soma - Remastered,0.0241,0.291,0.281,0.83,0.115,-11.798,0.0324,134.683,0.0981
Queensrÿche,Silent Lucidity - Remastered/2003,0.0534,0.462,0.628,0.0003,0.12,-5.659,0.0274,140.049,0.0981
Janelle Monáe,So Afraid,0.371,0.435,0.293,0.0001,0.13,-10.85,0.0291,79.983,0.0985
DJ Shadow,Stem / Long Stem - Medley,0.931,0.507,0.416,0.165,0.11,-12.838,0.0341,106.179,0.0985
Datsik,Get Back,0.0301,0.664,0.946,0.0585,0.155,-3.427,0.0732,74.922,0.0987
Brillz,Rvtchet Bitch,0.0053,0.421,0.8,0.332,0.381,-5.85,0.303,189.935,0.0991
Yung Lean,Smirnoff Ice,0.105,0.604,0.809,0,0.091,-4.758,0.115,145.065,0.0993
Kari Jobe,Revelation Song,0.609,0.276,0.263,0,0.0802,-7.859,0.0372,124.404,0.0997
High Contrast,The Agony & The Ecstasy,0.0027,0.157,0.936,0.0061,0.188,-1.633,0.0558,172.935,0.0999
Switchfoot,LET IT HAPPEN,0.0004,0.345,0.93,0.0013,0.792,-5.109,0.0819,105.546,0.1
Imagine Dragons,Rise Up,0.0122,0.447,0.74,0.0002,0.0958,-6.607,0.0475,93.759,0.102
David Hohme,Onward Only (ABGT313),0.0305,0.667,0.742,0.754,0.0947,-10.722,0.0424,120.029,0.102
Bassnectar,Music Is The Drug,0.0096,0.597,0.755,0.0578,0.099,-5.487,0.0455,140.037,0.102
Future,Low Life,0.337,0.722,0.331,0.283,0.146,-7.789,0.0725,143.974,0.102
Nelly,Just A Dream - Main,0.0421,0.531,0.752,0,0.12,-6.161,0.0305,89.917,0.103
Christian Löffler,A Forest,0.0675,0.547,0.546,0.645,0.115,-11.179,0.142,123.995,0.103
Bassnectar,Surrender,0.0248,0.358,0.725,0.0007,0.113,-4.33,0.0361,139.813,0.103
Two Feet,Love Is a Bitch,0.614,0.532,0.178,0.14,0.0985,-9.754,0.0541,149.879,0.103
Sunni Colon,Mornin Dew,0.183,0.471,0.466,0.725,0.121,-11.466,0.0469,102.988,0.104
Trentemøller,Still On Fire,0.0025,0.638,0.81,0.87,0.123,-8.743,0.0511,127.012,0.104
Shane & Shane,Is He Worthy (Live),0.703,0.356,0.428,0,0.211,-9.459,0.0321,143.658,0.104
G-Eazy,Downtown Love,0.217,0.544,0.557,0.0001,0.0771,-10.554,0.0765,87.97,0.105
The Mars Volta,The Widow,0.616,0.225,0.695,0.0052,0.297,-5.899,0.0397,101.068,0.105
Dombresky,Utopia,0.0034,0.754,0.833,0.54,0.0666,-5.143,0.0428,126.031,0.105
Boards of Canada,Julie And Candy,0.0025,0.677,0.623,0.931,0.21,-8.045,0.0394,145.866,0.105
12th Planet,Mmm Good,0.0011,0.504,0.99,0.0096,0.151,-2.206,0.387,74.882,0.106
Wooli,Briddim Bomb,0.022,0.578,0.974,0.0002,0.0938,-2.999,0.515,74.97,0.106
Ookay,Time Warp,0.0374,0.442,0.807,0.0012,0.108,-5.777,0.0763,97.052,0.106
Natalie Grant,King Of The World,0.105,0.528,0.59,0,0.104,-6.682,0.0352,118.031,0.106
Black Tiger Sex Machine,Rezorecta VIP,0.0001,0.575,0.952,0.161,0.0705,-2.919,0.0525,150.014,0.106
Alina Baraz,Can I,0.312,0.363,0.536,0,0.128,-8.124,0.0632,200.173,0.106
Big K.R.I.T.,Higher (King Pt. 6),0.555,0.618,0.73,0,0.121,-3.657,0.355,91.728,0.107
Zero 7,Warm Sound,0.514,0.519,0.389,0.153,0.1,-9.807,0.0304,121.802,0.107
Sixx:A.M.,Life Is Beautiful 2017,0.0084,0.377,0.45,0.0002,0.0905,-10.028,0.0446,157.719,0.107
Big Sean,Pull Up N Wreck (With Metro Boomin),0.0129,0.507,0.442,0.0001,0.174,-7.279,0.367,173.03,0.107
Nirvana,Territorial Pissings,0.0003,0.28,0.976,0,0.215,-4.387,0.162,182.483,0.107
Nirvana,Territorial Pissings,0.0003,0.28,0.976,0,0.215,-4.387,0.162,182.483,0.107
Subtronics,Hunted,0.0015,0.655,0.708,0.0002,0.0954,-5.956,0.0774,69.867,0.108
Offset,North Star (feat. CeeLo Green),0.431,0.67,0.391,0,0.24,-9.939,0.0729,79.971,0.108
Viken Arman,Close - Your Eyes,0.0586,0.809,0.27,0.901,0.257,-13.723,0.0781,80.009,0.108
UNKLE,Touch Me (feat. Liela Moss),0.0015,0.557,0.64,0.151,0.0998,-9.044,0.0289,120.007,0.108
Bassnectar,The Future (feat. Jenna Sousa),0.0022,0.467,0.802,0.152,0.29,-5.131,0.0343,139.895,0.108
MISSIO,I Don't Give A...,0.002,0.504,0.622,0.0005,0.114,-5.649,0.0557,141.205,0.108
MISSIO,I Don't Give A...,0.002,0.504,0.622,0.0005,0.114,-5.649,0.0557,141.205,0.108
The Prodigy,One Love (Edit) [Remastered],0.0553,0.617,0.95,0.49,0.21,-6.999,0.0441,147.976,0.108
Blur,No Distance Left To Run,0.722,0.419,0.208,0.0318,0.108,-14.751,0.0339,148.07,0.108
Hudson Mohawke,Ryderz,0.0021,0.367,0.508,0.0029,0.419,-6.471,0.0623,168.31,0.108
Dio,Holy Diver,0.0642,0.476,0.901,0.158,0.0557,-6.751,0.0975,91.955,0.109
NAV,You Know,0.0691,0.858,0.348,0,0.0938,-11.152,0.238,121,0.109
Drake,Company,0.0347,0.654,0.555,0,0.17,-8.24,0.052,107.535,0.11
Weval,Half Age,0.0355,0.603,0.56,0.805,0.422,-10.381,0.0448,111.005,0.11
Jamie xx,Come We Go,0.0132,0.597,0.861,0.715,0.108,-12.086,0.0426,132.031,0.11
Lil Yachty,SELF MADE,0.273,0.612,0.497,0,0.156,-7.543,0.0719,134.174,0.11
Phil Collins,Against All Odds (Take a Look at Me Now) - 2016 Remaster,0.198,0.58,0.498,0,0.132,-6.901,0.0277,116.271,0.111
Champagne Drip,Satellite (Feat. Len X),0.016,0.66,0.892,0.0006,0.163,-3.464,0.0645,128.043,0.111
Vance Joy,I'm With You - Single Edit,0.0786,0.584,0.677,0,0.105,-4.336,0.0297,119.006,0.113
Mount Kimbie,Four Years and One Day,0.0079,0.292,0.72,0.945,0.111,-11.589,0.0404,127.012,0.113
The Donkeys,Lower the Heavens,0.0653,0.316,0.757,0.861,0.183,-5.07,0.0313,131.444,0.113
Lil Baby,Spazz,0.0052,0.713,0.481,0,0.0909,-7.373,0.136,145.939,0.113
Biosphere,Oi-1,0.105,0.763,0.261,0.723,0.155,-17.004,0.0337,119.988,0.114
Pendulum,"The Island - Steve Angello, AN21, Max Vangeli Remix",0.0023,0.612,0.825,0.0005,0.294,-6.261,0.217,125.943,0.114
Florence + The Machine,Wish That You Were Here ,0.711,0.363,0.591,0.0004,0.132,-5.993,0.0329,93.946,0.115
UNKLE,Only You,0.357,0.44,0.526,0.0058,0.091,-10.324,0.0322,128.017,0.115
Aphex Twin,Icct Hedral,0.907,0.41,0.878,0.922,0.155,-10.242,0.115,141.829,0.115
Movements,Submerge,0.0095,0.342,0.45,0.0108,0.146,-8.665,0.0315,152.308,0.115
Hillsong UNITED,Whole Heart (Hold Me Now) - Live,0.0139,0.303,0.613,0,0.109,-8.082,0.0354,161.864,0.115
Papoose,Precious Jewel (feat. Musiq Soulchild),0.0869,0.526,0.581,0,0.0677,-7.199,0.109,82.322,0.118
Little Dragon,Butterflies,0.914,0.616,0.433,0.531,0.081,-16.555,0.0363,105.915,0.118
The Presets,Fall - Hook N Sling Remix,0.006,0.615,0.919,0.146,0.305,-4.736,0.0529,128.015,0.118
Tory Lanez,CuT me oFF (feat. NAV),0.266,0.705,0.675,0,0.31,-4.433,0.184,139.91,0.118
Big Sean,Voices In My Head/Stick To The Plan,0.147,0.473,0.534,0,0.585,-8.622,0.249,145.166,0.118
Snails,RAVN,0.0141,0.473,0.99,0.0458,0.0761,-0.747,0.365,150.125,0.118
Moderat,Reminder,0.0348,0.397,0.487,0.337,0.0955,-9.972,0.0691,159.888,0.118
Bullet For My Valentine,Hearts Burst into Fire,0.001,0.24,0.968,0.0001,0.119,-3.669,0.109,89.686,0.119
Daft Punk,Veridis Quo,0.479,0.604,0.687,0.95,0.104,-13.928,0.045,106.896,0.119
21 Savage,good day,0.0036,0.966,0.519,0,0.254,-5.682,0.306,122.195,0.119
Jordan Comolli,Over You,0.0632,0.677,0.812,0.0369,0.231,-4.967,0.221,159.951,0.119
Moby,This Wild Darkness - EastWest Session,0.737,0.396,0.503,0.0001,0.124,-7.799,0.0291,77.937,0.12
Daft Punk,Touch,0.477,0.29,0.412,0.0839,0.079,-12.659,0.0458,90.539,0.12
Warren G,Nobody Does It Better,0.462,0.741,0.561,0,0.134,-8.054,0.0565,92.042,0.12
Seven Lions,The Fall,0.0024,0.662,0.769,0.134,0.178,-5.11,0.0588,127.991,0.12
Real Estate,Beach Comber,0.0832,0.392,0.835,0.0098,0.0769,-6.553,0.0596,144.641,0.12
HELLYEAH,You Wouldn't Know,0.0002,0.409,0.916,0.0113,0.125,-3.181,0.0511,147.171,0.12
Radiohead,Spectre,0.557,0.154,0.447,0.912,0.108,-8.797,0.0292,149.423,0.12
KRANE,Momentum,0.0063,0.474,0.878,0.0407,0.174,-4.365,0.0734,149.959,0.12
YULTRON,Miso Soup,0.0076,0.39,0.958,0.0028,0.228,-2.303,0.291,160.244,0.12
Bush,Lost In You,0.0204,0.517,0.753,0.0006,0.0575,-5.242,0.036,117.044,0.121
Faithless,Salva Mea 2.0 (Above & Beyond Remix),0.0015,0.609,0.629,0.88,0.0803,-9.093,0.0465,128.007,0.121
Paul Oakenfold,Otherside [Mix Cut] - 2012 Official Mix,0.0011,0.604,0.767,0.17,0.0946,-6.156,0.029,128.012,0.121
Passion,Heart Abandoned - Live,0.304,0.211,0.455,0,0.0667,-7.771,0.0343,139.305,0.121
Young the Giant,Titus Was Born,0.362,0.586,0.452,0.0009,0.104,-8.481,0.0391,90.046,0.122
Plaid,Melifer,0.179,0.629,0.418,0.828,0.0878,-14.52,0.036,139.991,0.122
Vincent,Alpha,0.0124,0.441,0.785,0.843,0.188,-6.99,0.0641,148.23,0.122
Jaden Smith,PCH,0.102,0.642,0.44,0.002,0.108,-10.909,0.0745,90.939,0.123
Björk,Aeroplane,0.0807,0.573,0.292,0.0024,0.126,-14.097,0.0323,104.454,0.123
Rage Against The Machine,Street Fighting Man,0.0002,0.424,0.997,0.014,0.326,-1.501,0.131,131.424,0.123
Drake,Blue Tint,0.013,0.888,0.372,0,0.184,-10.254,0.358,133.998,0.123
Valee,Miami (feat. Pusha T),0.0018,0.915,0.556,0,0.125,-5.159,0.325,140.046,0.123
David Crowder Band,After All (Holy),0.107,0.103,0.645,0.011,0.0857,-6.372,0.0467,66.668,0.124
Mr. Carmack,Bang,0.004,0.461,0.823,0.0043,0.351,-1.622,0.311,78.628,0.124
San Holo,love (wip),0.193,0.251,0.768,0.0022,0.148,-3.82,0.0901,78.723,0.124
Kayzo,Before The Storm,0.0014,0.516,0.813,0.0002,0.374,-5.978,0.0469,89.969,0.124
Childish Gambino,II. Earth: The Oldest Computer (The Last Night),0.0044,0.562,0.688,0.0002,0.047,-7.247,0.0507,139.895,0.124
WAVEDASH,The Same,0.0011,0.421,0.93,0.0156,0.272,-2.814,0.392,145.137,0.124
Tee Grizzley,I Remember (feat. YFN Lucci),0.0438,0.73,0.596,0,0.138,-6.284,0.0566,82.973,0.125
Henry Fong,Encore - Radio Edit,0.0002,0.599,0.972,0.255,0.166,-4.67,0.103,127.994,0.125
Pink Floyd,Us and Them,0.863,0.356,0.302,0.546,0.634,-14.528,0.0346,72.623,0.126
BANKS,Fuck With Myself,0.0379,0.857,0.372,0.0238,0.0878,-11.138,0.0472,102.012,0.126
$uicideBoy$,Krewe du Vieux (Comedy & Tragedy),0.0278,0.825,0.585,0.0112,0.0956,-4.288,0.0462,102.029,0.126
Aphex Twin,minipops 67 [120.2][source field mix],0.284,0.716,0.83,0.887,0.067,-7.661,0.0395,120.194,0.126
Moneybagg Yo,Side B!+$#es,0.033,0.75,0.597,0,0.108,-5.497,0.192,131.969,0.126
Carbon Based Lifeforms,Erratic Patterns,0.35,0.611,0.408,0.821,0.0836,-16.706,0.0581,166.042,0.126
Cocteau Twins,Sugar Hiccup,0.0009,0.105,0.885,0.942,0.281,-8.135,0.0968,169.112,0.126
Kevin Gates,Came Up,0.0137,0.838,0.504,0,0.0968,-5.197,0.233,136.976,0.127
G-Eazy,I Mean It REMIX,0.109,0.708,0.575,0,0.134,-5.912,0.119,139.983,0.127
Flunk,Queen of the Underground,0.0435,0.551,0.6,0.0823,0.345,-7.621,0.0262,90.007,0.128
Party Favor,Prince,0.0184,0.54,0.901,0.407,0.546,-3.897,0.0494,99.991,0.128
Gucci Mane,Bling Blaww Burr (feat. Young Dolph),0.0474,0.867,0.51,0,0.437,-6.163,0.161,118.02,0.128
Soulja Boy,Pretty Boy Swag,0.141,0.835,0.437,0,0.352,-5.108,0.0722,123.126,0.128
Glass Animals,Wyrd,0.0691,0.557,0.61,0.0117,0.341,-9.899,0.111,155.966,0.128
Rell the Soundbender,Here We Are (feat. Kêta),0.181,0.539,0.737,0.0002,0.111,-5.778,0.0652,74.977,0.129
Zeds Dead,Frontlines,0.0143,0.424,0.93,0.0012,0.251,-4.156,0.0685,75.941,0.129
Taska Black,Dreaming,0.0234,0.471,0.648,0.009,0.11,-5.058,0.0316,87.959,0.129
Third Eye Blind,Slow Motion - 2006 Remastered Version,0.779,0.679,0.238,0.0001,0.118,-12.103,0.0303,110.985,0.129
Casting Crowns,Lifesong,0.0005,0.473,0.713,0.0002,0.12,-7.594,0.031,112.027,0.129
Vance Joy,Red Eye,0.0418,0.535,0.542,0,0.158,-7.436,0.0288,115.554,0.129
What So Not,Beautiful - ZEKE BEATS Remix,0.013,0.506,0.589,0.0012,0.109,-2.16,0.0683,139.582,0.129
Medasin,Silver,0.0599,0.535,0.66,0.912,0.11,-4.94,0.259,139.673,0.129
A Perfect Circle,Weak And Powerless,0.0002,0.483,0.841,0.861,0.108,-7.494,0.0523,159.747,0.129
A Perfect Circle,Weak And Powerless,0.0002,0.483,0.841,0.861,0.108,-7.494,0.0523,159.747,0.129
Ray LaMontagne,Such A Simple Thing,0.86,0.522,0.256,0.0008,0.142,-11.216,0.0258,76.35,0.13
Dire Straits,Brothers in Arms,0.503,0.22,0.44,0.862,0.12,-9.456,0.0352,79.095,0.13
Sonder,Lovely,0.579,0.489,0.503,0.0006,0.619,-9.001,0.0464,143.977,0.13
Always Never,It's Over,0.249,0.633,0.451,0.0023,0.111,-5.16,0.0603,154.983,0.13
Imagine Dragons,Real Life,0.0147,0.262,0.564,0.0066,0.103,-7.99,0.0455,195.489,0.13
Tenth Avenue North,Control (Somehow You Want Me),0.0021,0.509,0.75,0,0.182,-5.884,0.0397,120.001,0.131
Meek Mill,Outro (feat. Lil Snupe & French Montana),0.0195,0.494,0.664,0,0.109,-5.65,0.231,127.55,0.131
Radiohead,You And Whose Army?,0.794,0.295,0.15,0.208,0.103,-10.243,0.0325,137.393,0.131
Lil Pump,Nu Uh,0.002,0.747,0.775,0,0.382,-4.617,0.0692,142.952,0.131
Seven Lions,Cold Hearted,0.0005,0.436,0.938,0.0091,0.344,-3.534,0.0917,149.993,0.131
The Revivalists,It Was A Sin,0.367,0.429,0.597,0.0001,0.138,-6.957,0.0367,155.828,0.131
The Revivalists,It Was A Sin,0.367,0.429,0.597,0.0001,0.138,-6.957,0.0367,155.828,0.131
Cage The Elephant,Shake Me Down,0.0046,0.457,0.613,0.0004,0.0711,-5.756,0.0295,105.11,0.132
KRANE,Icy,0.021,0.711,0.726,0.534,0.0804,-4.959,0.0401,140.153,0.132
Future,Faceshot,0.0077,0.802,0.833,0,0.346,-4.234,0.0832,165.97,0.132
Duskus,Find You,0.445,0.518,0.542,0.0007,0.0827,-8.701,0.0426,104.969,0.133
Killswitch Engage,Unleashed,0.0002,0.531,0.984,0.0008,0.168,-7.243,0.0607,120.016,0.133
Jauz,On Fire,0.0395,0.682,0.845,0.0167,0.0973,-5.268,0.0577,126.041,0.133
The Black Keys,Weight of Love,0.03,0.282,0.547,0.888,0.104,-8.621,0.0322,151.468,0.133
Flying Lotus,Black Balloons Reprise,0.0945,0.647,0.72,0,0.121,-6.104,0.14,88.061,0.134
Logic,Slave II,0.0215,0.503,0.494,0.0006,0.109,-6.177,0.128,90.677,0.134
Francis Lai,Vivre Pour Vivre,0.921,0.344,0.299,0.942,0.0646,-13.274,0.0288,95.376,0.134
A$AP Ferg,Aww Yeah,0.0194,0.759,0.618,0.0001,0.12,-6.748,0.0448,120.956,0.134
Lucky Luke,Cooler Than Me,0.0543,0.862,0.621,0.0959,0.108,-7.865,0.0618,127.991,0.134
X Ambassadors,Baptize Me,0.0323,0.562,0.511,0.0002,0.206,-7.96,0.0375,135.009,0.134
Casting Crowns,Great Are You Lord - Live,0.291,0.411,0.412,0,0.193,-6.869,0.0289,145.01,0.134
Pink Floyd,Eclipse,0.0591,0.359,0.579,0.746,0.0686,-10.765,0.0406,68.102,0.135
Bassnectar,Paracosm,0.0006,0.369,0.794,0.0107,0.0674,-3.437,0.0435,79.918,0.135
Thievery Corporation,Depth of My Soul (feat. Shana Halligan),0.0945,0.384,0.486,0.0014,0.103,-8.686,0.0294,103.948,0.135
Röyksopp,Beautiful Day Without You,0.0114,0.655,0.912,0.792,0.124,-9.636,0.0497,109.992,0.135
Air,Playground Love (with Gordon Tracks),0.249,0.353,0.422,0.852,0.301,-10.538,0.0277,142.912,0.135
Air,Playground Love (with Gordon Tracks),0.249,0.353,0.422,0.852,0.301,-10.538,0.0277,142.912,0.135
Chase & Status,Know Your Name,0.0009,0.271,0.853,0.0154,0.326,-4.249,0.0613,174.935,0.135
21 Savage,Mad Stalkers,0.147,0.9,0.365,0.185,0.179,-6.395,0.235,135.003,0.136
LCD Soundsystem,oh baby - lovefingers remix,0.03,0.608,0.797,0.835,0.389,-9.336,0.0393,94.991,0.138
Doja Cat,Wine Pon You (feat. Konshens),0.304,0.797,0.444,0.0013,0.107,-7.738,0.0411,95.035,0.138
Slushii,All I've Ever Wanted,0.041,0.619,0.56,0,0.118,-5.584,0.0372,119.946,0.138
Vök,Tension,0.55,0.499,0.295,0.0053,0.108,-10.679,0.0325,136.749,0.138
Hillsong UNITED,Lead Me To The Cross,0.0751,0.411,0.611,0.0002,0.0762,-4.719,0.0298,140.002,0.138
Meek Mill,Believe It - feat. Rick Ross,0.0013,0.701,0.71,0,0.32,-5.209,0.068,143.971,0.138
Passion,Follow You Anywhere - Live,0.0166,0.144,0.644,0,0.0934,-6.666,0.0431,185.57,0.138
Raveena,Still Dreaming,0.474,0.746,0.318,0.0959,0.113,-10.637,0.0511,120.054,0.139
Rusko,Massive,0.0219,0.764,0.918,0.0004,0.309,-4.119,0.174,140.041,0.139
Excision,Tonight,0.0007,0.315,0.979,0.0193,0.0757,-4.101,0.451,150.018,0.139
Duskus,Temple,0.348,0.664,0.665,0.0006,0.322,-5.238,0.0572,140.002,0.14
The National,This Is The Last Time,0.644,0.499,0.496,0.368,0.0934,-10.246,0.0327,140.047,0.14
Kayzo,Periscope,0.0028,0.534,0.885,0.674,0.241,-5.509,0.0471,160.066,0.14
Shoreline Mafia,Ride Around (feat. Master Kato),0.0172,0.831,0.608,0,0.109,-5.551,0.0564,163.953,0.14
What So Not,We Keep On Running,0.009,0.581,0.561,0.0001,0.0862,-8.342,0.0339,118.055,0.141
Foxing,Night Channels,0.306,0.508,0.502,0.0047,0.43,-8.559,0.0352,137.937,0.141
Summer Walker,CPR,0.637,0.693,0.369,0.0034,0.0951,-12.683,0.175,140.148,0.141
Casting Crowns,Oh My Soul,0.498,0.331,0.427,0,0.108,-7.431,0.0302,157.938,0.141
Casting Crowns,Oh My Soul,0.498,0.331,0.427,0,0.108,-7.431,0.0302,157.938,0.141
Nine Inch Nails,Shit Mirror,0.0027,0.297,0.943,0.888,0.278,-5.207,0.214,79.96,0.142
Death Grips,Black Paint,0.0533,0.486,0.995,0.0003,0.674,-3.611,0.0636,117.26,0.142
Trentemøller,Nightwalker,0.127,0.713,0.422,0.857,0.0931,-17.996,0.0391,117.993,0.142
NAV,Just Happened,0.0575,0.81,0.52,0,0.0879,-7.3,0.0793,130.088,0.142
Shlump,Badmon feat. Majah,0.0094,0.589,0.727,0.346,0.0943,-8.006,0.074,145.086,0.142
Chris Tomlin,At The Cross (Love Ran Red),0.0029,0.391,0.557,0,0.209,-4.47,0.0291,145.861,0.142
Chris Tomlin,At The Cross (Love Ran Red),0.0029,0.391,0.557,0,0.209,-4.47,0.0291,145.861,0.142
Nipsey Hussle,Perfect Timing,0.0006,0.356,0.85,0,0.447,-5.945,0.106,86.537,0.143
Dillon Francis,We The Funk - BOXINBOX Remix,0.142,0.746,0.723,0.0004,0.0879,-7.046,0.0461,89.979,0.143
Capstan,Wax Poetic,0.0142,0.493,0.77,0.0138,0.133,-6.88,0.0497,137.933,0.143
What So Not,Adieu,0.177,0.518,0.531,0.0024,0.0674,-9.296,0.0334,144.097,0.143
Rammstein,HALLOMANN,0.0171,0.419,0.706,0.0244,0.0998,-5.936,0.038,171.997,0.143
Zero 7,When It Falls,0.75,0.488,0.385,0.81,0.132,-12.084,0.0274,76.913,0.144
Freddie Mercury,Barcelona,0.733,0.261,0.451,0.0005,0.0936,-8.57,0.035,110.625,0.144
"Tyler, The Creator",Who Dat Boy,0.337,0.706,0.485,0,0.122,-9.671,0.331,115.414,0.144
Aerosmith,"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",0.172,0.39,0.649,0,0.216,-5.163,0.0345,121.16,0.144
The 1975,Milk,0.0056,0.434,0.986,0.0757,0.314,-5.442,0.309,143.071,0.144
Bear Grillz,Brain on Dub,0.0157,0.72,0.994,0.0535,0.148,-2.381,0.292,150.042,0.144
Keys N Krates,Treat Me Right,0.424,0.552,0.723,0.0001,0.302,-2.866,0.139,150.13,0.144
Vic Mensa,Dancing In The Streetz (feat. Jesse Rutherford),0.206,0.411,0.758,0,0.319,-5.727,0.337,152.296,0.144
Coheed and Cambria,A Favor House Atlantic,0.0007,0.294,0.97,0,0.123,-4.942,0.265,166.475,0.144
Coheed and Cambria,A Favor House Atlantic,0.0007,0.294,0.97,0,0.123,-4.942,0.265,166.475,0.144
Björk,Immature,0.316,0.377,0.75,0.0045,0.0985,-7.247,0.0388,187.959,0.144
a-ha,Soft Rains of April,0.348,0.544,0.445,0.001,0.221,-16.22,0.0278,101.95,0.145
Naji,Might Just,0.0276,0.625,0.315,0.0876,0.0934,-11.869,0.0537,147.81,0.145
Night Lovell,Deira City Centre,0.0027,0.677,0.655,0.276,0.162,-5.541,0.0433,100.119,0.146
Lamb of God,Hourglass,0.0024,0.347,0.982,0.0237,0.375,-3.399,0.128,115.64,0.146
Higher Brothers,Chanel,0.231,0.802,0.664,0,0.348,-4.21,0.32,127.919,0.146
Moby,Go - Hardwell Remix Edit,0.0014,0.584,0.997,0.0393,0.214,-0.934,0.0922,127.979,0.146
Kaivon,Reborn,0.0076,0.521,0.858,0.638,0.109,-4.687,0.0688,139.964,0.146
Theory of a Deadman,Wait for Me,0.0111,0.367,0.647,0,0.0713,-4.279,0.0315,153.046,0.146
Barely Alive,Sell Your Soul,0.0034,0.291,0.94,0.0001,0.105,-4.044,0.319,174.86,0.146
Russ,Ride Slow,0.632,0.737,0.429,0,0.104,-10.252,0.0785,99.955,0.147
Three 6 Mafia,Late Nite Tip,0.001,0.892,0.437,0.0085,0.183,-6.752,0.0849,122.229,0.147
Riot Ten,Mosh (feat. Brewski),0.0019,0.561,0.887,0,0.0694,-3.192,0.108,130.04,0.147
Bassnectar,Mixtape 13,0.003,0.366,0.778,0.0697,0.0954,-4.126,0.0622,138.293,0.147
Juicy J,Smoke A Nigga,0.0574,0.825,0.636,0,0.249,-6.417,0.221,150.009,0.147
Bro Safari,Zoned,0.123,0.56,0.422,0,0.361,-11.285,0.0534,170.075,0.147
Jean-Michel Jarre,THE OPENING - movement 8,0.0533,0.344,0.748,0.82,0.15,-7.605,0.0316,194.988,0.147
The Raconteurs,Shine the Light on Me,0.109,0.415,0.54,0.0014,0.0817,-9.187,0.0321,98.324,0.148
The Goo Goo Dolls,Let Love In,0.0148,0.531,0.906,0.0052,0.193,-3.227,0.0409,118.94,0.148
Hollyn,isn't it harmless?,0.31,0.665,0.506,0,0.0902,-6.624,0.0536,119.956,0.148
Godsmack,FML,0.0003,0.496,0.955,0,0.0807,-4.321,0.093,134.695,0.148
Soundgarden,Blow Up The Outside World,0.0008,0.33,0.529,0.214,0.126,-10.043,0.0358,140.156,0.148
Soundgarden,Blow Up The Outside World,0.0008,0.33,0.529,0.214,0.126,-10.043,0.0358,140.156,0.148
Axel Boy,Rave Slaves,0.0021,0.597,0.937,0.0666,0.0727,-3.244,0.114,145.165,0.148
UNKLE,With You in My Head (feat. The Black Angels),0.0113,0.424,0.841,0.0197,0.0972,-4.342,0.0549,152.003,0.148
Black Tiger Sex Machine,Lions,0.0148,0.56,0.95,0.598,0.341,-4.351,0.0952,74.994,0.149
Drake,Survival,0.133,0.607,0.596,0,0.123,-9.09,0.358,77.324,0.149
Flying Lotus,Clock Catcher,0.192,0.423,0.708,0.148,0.596,-5.876,0.221,93.7,0.149
Janelle Monáe,"Crazy, Classic, Life",0.0084,0.466,0.706,0.0016,0.223,-7.943,0.0544,101.009,0.149
Arcade Fire,Baby Mine,0.706,0.301,0.316,0.0029,0.0751,-10.81,0.0345,102.32,0.149
Elton John,Can You Feel The Love Tonight,0.813,0.297,0.364,0.0008,0.0976,-9.261,0.0305,122.598,0.149
MadeinTYO,Outstanding,0.025,0.943,0.461,0,0.0846,-6.066,0.115,130.002,0.149
Leven Kali,Nunwrong,0.478,0.621,0.475,0.0331,0.153,-8.07,0.0402,130.03,0.149
Doctor P,Cold Individual,0.0008,0.69,0.947,0.645,0.247,-5.212,0.0424,135.989,0.149
Jimmy Eat World,Hear You Me,0.0123,0.474,0.513,0.0402,0.254,-6.098,0.0273,136.171,0.149
Sum 41,Never There,0.0029,0.517,0.561,0,0.556,-5.364,0.0351,139.959,0.149
Future,Neva End,0.0091,0.59,0.561,0,0.0981,-7.613,0.058,134.936,0.15
Kai Wachi,Kismet,0.0262,0.574,0.6,0.208,0.0757,-7.205,0.235,150.11,0.15
Smino,SUMMER SALT (with Bari),0.278,0.62,0.643,0,0.156,-6.597,0.301,155.894,0.15
Ganja White Night,Blackberries,0.005,0.746,0.436,0.0264,0.118,-9.313,0.225,69.999,0.151
Kai Wachi,Vision,0.0182,0.531,0.804,0.71,0.0778,-6.666,0.113,75.027,0.151
GANZ,Let's Fly Away Together (feat. LUNA MAY),0.0119,0.569,0.435,0.0018,0.177,-13.589,0.0399,76.529,0.151
Tom Walker,Fade Away,0.825,0.414,0.267,0,0.16,-9.58,0.0306,133.274,0.151
Alison Wonderland,U Don't Know - Vincent Remix,0.0047,0.413,0.77,0,0.0996,-4.506,0.0666,137.953,0.151
